post_id,date,month,platform,topic,text,likes,retweets,sentiment,predicted_sentiment
POST00667,2025-08-26 16:00,2025-08,Facebook,online banking app,"Can't stop recommending online banking app to my friends, it's brilliant. 😊",8,2,Positive,Positive
POST00281,2025-04-10 11:00,2025-04,YouTube,online banking app,"The customer service for online banking app was fantastic, quick and helpful. ❤️",27,1,Positive,Positive
POST01736,2025-11-27 22:00,2025-11,YouTube,customer support,"Can't stop recommending customer support to my friends, it's brilliant. 👍",40,4,Positive,Positive
POST00360,2025-09-17 16:00,2025-09,Facebook,e-commerce sale,"Extremely poor service from e-commerce sale, never again.",2,11,Negative,Negative
POST01139,2025-07-30 03:00,2025-07,Twitter,airline service,"Read an article about airline service today, fairly informative. 🤔",10,1,Neutral,Neutral
POST01180,2025-06-28 13:00,2025-06,Facebook,airline service,"Absolutely loving the airline service, works flawlessly! #happy",28,0,Positive,Positive
POST00848,2025-04-28 14:00,2025-04,Twitter,cloud gaming service,"Not sure yet what to think about cloud gaming service, still testing it out. 🤔",22,3,Neutral,Neutral
POST01390,2025-09-13 21:00,2025-09,Instagram,airline service,"Just tried the airline service and I'm impressed, great experience overall. 👍",9,0,Positive,Positive
POST00111,2025-12-09 03:00,2025-12,YouTube,streaming app,"The customer service for streaming app was fantastic, quick and helpful. 🔥",35,0,Neutral,Positive
POST00043,2025-03-13 13:00,2025-03,YouTube,fitness tracker,"Not sure yet what to think about fitness tracker, still testing it out.",23,0,Neutral,Neutral
POST00126,2025-08-18 00:00,2025-08,YouTube,cloud gaming service,"Just tried the cloud gaming service and I'm impressed, great experience overall. 👍",46,0,Positive,Positive
POST00205,2025-08-01 20:00,2025-08,Instagram,e-commerce sale,"The e-commerce sale keeps crashing, so frustrating to deal with.",1,8,Negative,Negative
POST00053,2025-05-14 06:00,2025-05,Facebook,customer support,"The customer support broke down after just one week, very poor quality. 😞",17,1,Negative,Negative
POST00546,2025-08-14 11:00,2025-08,Instagram,e-commerce sale,"Huge shoutout to the team behind e-commerce sale, amazing job! 🔥",12,1,Positive,Positive
POST00069,2025-07-31 00:00,2025-07,Instagram,streaming app,"Worst experience ever with streaming app, would not recommend. 👎",0,0,Negative,Negative
POST01147,2025-05-13 08:00,2025-05,Twitter,laptop brand,"Not sure yet what to think about laptop brand, still testing it out.",31,1,Neutral,Neutral
POST01562,2025-11-20 18:00,2025-11,Instagram,new movie release,"Super smooth experience with new movie release today, very happy customer here. 😊",37,3,Positive,Positive
POST00184,2025-04-29 14:00,2025-04,Instagram,new movie release,The new movie release has some new features this month.,8,7,Neutral,Neutral
POST00138,2025-10-16 09:00,2025-10,Instagram,streaming app,"The streaming app was launched today, here are the specifications. 🤔",36,3,Neutral,Neutral
POST00900,2025-04-05 00:00,2025-04,Instagram,customer support,"Best customer support I've used so far, highly recommend it to everyone! 🔥",37,11,Positive,Positive
POST00797,2025-12-10 18:00,2025-12,Instagram,airline service,"Really disappointed with airline service, expected way better.",13,1,Negative,Negative
POST00133,2025-12-29 17:00,2025-12,Twitter,online banking app,"Not sure yet what to think about online banking app, still testing it out.",6,5,Neutral,Neutral
POST00081,2025-08-04 21:00,2025-08,Instagram,streaming app,Comparing streaming app with other options currently available. 🤔,36,9,Neutral,Neutral
POST01654,2025-04-09 01:00,2025-04,Twitter,new movie release,"Not sure yet what to think about new movie release, still testing it out. 🤔",9,0,Neutral,Neutral
POST01555,2025-12-08 15:00,2025-12,Instagram,laptop brand,"The laptop brand update ruined everything, please fix this asap. 👎",21,7,Negative,Negative
POST00542,2025-03-03 13:00,2025-03,Facebook,new smartphone,"Not sure yet what to think about new smartphone, still testing it out.",2,4,Neutral,Neutral
POST01610,2025-01-04 04:00,2025-01,Instagram,online banking app,"Great value for money with online banking app, totally worth it. 😊",9,5,Positive,Positive
POST00984,2025-05-17 13:00,2025-05,Twitter,food delivery app,Here's a quick overview of the new food delivery app update. 🤔,21,4,Neutral,Neutral
POST00166,2025-04-08 19:00,2025-04,YouTube,streaming app,"Really impressed by how well streaming app performs, well done! 🔥",21,0,Positive,Positive
POST00249,2025-12-30 20:00,2025-12,YouTube,e-commerce sale,"Can't stop recommending e-commerce sale to my friends, it's brilliant. 👍",57,3,Positive,Positive
POST00447,2025-04-02 03:00,2025-04,YouTube,new smartphone,"Just tried the new smartphone and I'm impressed, great experience overall.",0,2,Positive,Positive
POST01757,2025-07-05 10:00,2025-07,Twitter,laptop brand,The laptop brand has some new features this month. 🤔,4,0,Neutral,Neutral
POST00859,2025-02-16 17:00,2025-02,Twitter,electric car,"The electric car exceeded my expectations, five stars from me.",25,30,Neutral,Positive
POST01222,2025-04-15 16:00,2025-04,Instagram,new movie release,"Absolutely loving the new movie release, works flawlessly! #happy 👍",20,4,Positive,Positive
POST00098,2025-07-28 10:00,2025-07,YouTube,airline service,"Really impressed by how well airline service performs, well done! ❤️",43,3,Positive,Positive
POST01994,2025-04-18 21:00,2025-04,Twitter,new movie release,"The new movie release is okay I guess, nothing special but works.",3,6,Neutral,Neutral
POST00738,2025-10-13 17:00,2025-10,Twitter,customer support,"Just started using customer support, will share my thoughts soon. 🤔",0,13,Neutral,Neutral
POST01812,2025-06-05 03:00,2025-06,Facebook,laptop brand,"Mixed feelings about laptop brand, some parts great some not.",36,2,Neutral,Neutral
POST00103,2025-07-19 10:00,2025-07,Twitter,new movie release,"Not happy at all with new movie release, total waste of money. 😞",4,6,Negative,Negative
POST00435,2025-08-29 10:00,2025-08,Twitter,new movie release,"Huge shoutout to the team behind new movie release, amazing job! 👍",19,9,Positive,Positive
POST00075,2025-01-20 03:00,2025-01,Facebook,e-commerce sale,"The customer service for e-commerce sale was fantastic, quick and helpful. ❤️",11,2,Positive,Positive
POST01810,2025-08-30 08:00,2025-08,Facebook,food delivery app,"Decent food delivery app, does the job but support could be faster.",6,1,Neutral,Neutral
POST01212,2025-07-07 14:00,2025-07,YouTube,airline service,"The customer service for airline service was fantastic, quick and helpful. 😊",2,5,Positive,Positive
POST00919,2025-02-05 05:00,2025-02,Instagram,customer support,"Not sure yet what to think about customer support, still testing it out.",4,2,Neutral,Neutral
POST01728,2025-03-02 16:00,2025-03,Twitter,streaming app,Here's a quick overview of the new streaming app update.,1,10,Neutral,Neutral
POST01687,2025-12-11 03:00,2025-12,YouTube,new movie release,"Really disappointed with new movie release, expected way better. 😡",5,10,Negative,Negative
POST01691,2025-06-11 07:00,2025-06,Facebook,laptop brand,"The laptop brand broke down after just one week, very poor quality.",16,2,Negative,Negative
POST00763,2025-08-02 21:00,2025-08,YouTube,customer support,Here's a quick overview of the new customer support update. 🤔,4,2,Neutral,Neutral
POST00990,2025-05-28 00:00,2025-05,Instagram,e-commerce sale,"The e-commerce sale broke down after just one week, very poor quality. 😡",35,2,Negative,Negative
POST00389,2025-11-28 08:00,2025-11,YouTube,streaming app,"Best streaming app I've used so far, highly recommend it to everyone! 😊",42,14,Positive,Positive
POST00236,2025-02-16 23:00,2025-02,Twitter,streaming app,"Read an article about streaming app today, fairly informative. 🤔",4,6,Neutral,Neutral
POST01765,2025-12-29 07:00,2025-12,Facebook,new smartphone,"The customer service for new smartphone was fantastic, quick and helpful. ❤️",0,11,Positive,Positive
POST00268,2025-11-20 20:00,2025-11,Twitter,cloud gaming service,"Super smooth experience with cloud gaming service today, very happy customer here. 😊",21,7,Positive,Positive
POST01321,2025-01-25 09:00,2025-01,Facebook,online banking app,"Feeling let down by online banking app, it just doesn't work as promised.",5,0,Negative,Negative
POST00118,2025-11-22 14:00,2025-11,Facebook,customer support,"Not sure yet what to think about customer support, still testing it out.",12,0,Neutral,Neutral
POST01621,2025-07-24 06:00,2025-07,Facebook,customer support,"Not happy at all with customer support, total waste of money. 😡",19,0,Negative,Negative
POST00674,2025-11-04 00:00,2025-11,Instagram,cloud gaming service,Why is cloud gaming service so slow today? Getting really annoyed. 👎,39,3,Negative,Negative
POST00250,2025-01-11 10:00,2025-01,YouTube,airline service,"Worst experience ever with airline service, would not recommend.",28,3,Negative,Negative
POST01466,2025-05-26 21:00,2025-05,Facebook,laptop brand,"Attended a webinar about laptop brand, learned a few things. 🤔",4,0,Neutral,Neutral
POST02015,2025-12-03 11:00,2025-12,Instagram,airline service,Loved the airline service at first but the recent update is buggy.,4,3,Negative,Negative
POST00095,2025-05-21 14:00,2025-05,Instagram,cloud gaming service,"Just tried the cloud gaming service and I'm impressed, great experience overall. 👍",2,6,Positive,Positive
POST00034,2025-03-03 07:00,2025-03,YouTube,fitness tracker,"Huge shoutout to the team behind fitness tracker, amazing job! 😊",0,8,Positive,Positive
POST01478,2025-07-10 09:00,2025-07,Twitter,streaming app,"The streaming app broke down after just one week, very poor quality. 👎",7,10,Positive,Negative
POST01684,2025-07-29 14:00,2025-07,Facebook,food delivery app,"Feeling let down by food delivery app, it just doesn't work as promised. 😡",2,6,Negative,Negative
POST00449,2025-07-23 02:00,2025-07,Facebook,laptop brand,Here's a quick overview of the new laptop brand update.,6,1,Neutral,Neutral
POST00717,2025-02-26 18:00,2025-02,Twitter,cloud gaming service,"The cloud gaming service update ruined everything, please fix this asap. 😞",21,1,Negative,Negative
POST01306,2025-07-19 15:00,2025-07,Facebook,streaming app,"Just tried the streaming app and I'm impressed, great experience overall.",32,3,Positive,Positive
POST01532,2025-09-30 14:00,2025-09,YouTube,online banking app,"Super smooth experience with online banking app today, very happy customer here. 😊",13,8,Positive,Positive
POST00001,2025-01-13 23:00,2025-01,Twitter,cloud gaming service,"The cloud gaming service exceeded my expectations, five stars from me. 🔥",75,10,Positive,Positive
POST01388,2025-10-16 21:00,2025-10,Facebook,electric car,"The customer service for electric car was fantastic, quick and helpful. 🔥",19,3,Positive,Positive
POST01102,2025-08-11 22:00,2025-08,Facebook,e-commerce sale,"Super smooth experience with e-commerce sale today, very happy customer here. 😊",6,3,Positive,Positive
POST01109,2025-12-10 04:00,2025-12,Facebook,streaming app,"Not sure yet what to think about streaming app, still testing it out. 🤔",16,6,Neutral,Neutral
POST01269,2025-02-09 03:00,2025-02,YouTube,customer support,"Best customer support I've used so far, highly recommend it to everyone! 😊",87,4,Positive,Positive
POST00083,2025-08-09 18:00,2025-08,Instagram,online banking app,"Feeling let down by online banking app, it just doesn't work as promised. 👎",40,13,Negative,Negative
POST01300,2025-11-15 19:00,2025-11,Facebook,streaming app,"The streaming app was launched today, here are the specifications. 🤔",9,7,Neutral,Neutral
POST00677,2025-10-27 03:00,2025-10,YouTube,online banking app,"Absolutely loving the online banking app, works flawlessly! #happy",26,1,Positive,Positive
POST01464,2025-11-30 03:00,2025-11,Twitter,airline service,"Great value for money with airline service, totally worth it. 👍",5,6,Positive,Positive
POST01047,2025-03-10 03:00,2025-03,YouTube,online banking app,"Terrible customer support for online banking app, waited hours for a reply. 👎",0,1,Negative,Negative
POST00771,2025-02-07 22:00,2025-02,Facebook,new movie release,"The new movie release broke down after just one week, very poor quality. 😞",24,2,Negative,Negative
POST01226,2025-08-23 09:00,2025-08,YouTube,new movie release,"The customer service for new movie release was fantastic, quick and helpful. 🔥",4,3,Positive,Positive
POST01418,2025-12-20 21:00,2025-12,Facebook,online banking app,"Can't stop recommending online banking app to my friends, it's brilliant. 👍",10,5,Positive,Positive
POST01595,2025-03-13 18:00,2025-03,Facebook,new smartphone,"Worst experience ever with new smartphone, would not recommend. 👎",4,2,Negative,Negative
POST01503,2025-01-15 13:00,2025-01,YouTube,airline service,"Saw an ad for airline service today, might check it out later. 🤔",0,3,Neutral,Neutral
POST00405,2025-03-09 16:00,2025-03,YouTube,new smartphone,"Can't stop recommending new smartphone to my friends, it's brilliant. ❤️",39,9,Positive,Positive
POST01745,2025-09-23 09:00,2025-09,Twitter,online banking app,"Extremely poor service from online banking app, never again.",6,2,Negative,Negative
POST01310,2025-01-15 18:00,2025-01,Twitter,laptop brand,"Really disappointed with laptop brand, expected way better. 😞",13,0,Negative,Negative
POST01352,2025-09-09 15:00,2025-09,Twitter,online banking app,"Not happy at all with online banking app, total waste of money. 👎",18,0,Negative,Negative
POST00105,2025-02-12 20:00,2025-02,Twitter,e-commerce sale,"Can't stop recommending e-commerce sale to my friends, it's brilliant. 🔥",82,14,Positive,Positive
POST00689,2025-05-14 18:00,2025-05,Facebook,laptop brand,"The laptop brand exceeded my expectations, five stars from me. ❤️",38,1,Negative,Positive
POST01317,2025-07-13 18:00,2025-07,Facebook,new smartphone,"Can't stop recommending new smartphone to my friends, it's brilliant. 👍",6,0,Positive,Positive
POST00827,2025-10-21 18:00,2025-10,Instagram,new smartphone,"Best new smartphone I've used so far, highly recommend it to everyone! 🔥",39,2,Positive,Positive
POST00063,2025-06-20 04:00,2025-06,Twitter,new smartphone,The new smartphone has some new features this month. 🤔,9,3,Neutral,Neutral
POST00853,2025-12-31 19:00,2025-12,Facebook,e-commerce sale,"Really disappointed with e-commerce sale, expected way better. 😞",4,0,Negative,Negative
POST01365,2025-12-11 15:00,2025-12,YouTube,customer support,"The customer support keeps crashing, so frustrating to deal with. 😞",31,1,Negative,Negative
POST00224,2025-07-24 13:00,2025-07,YouTube,laptop brand,"Just tried the laptop brand and I'm impressed, great experience overall. 👍",4,18,Positive,Positive
POST00146,2025-05-16 20:00,2025-05,Instagram,airline service,"Feeling let down by airline service, it just doesn't work as promised. 😞",0,6,Negative,Negative
POST01089,2025-08-25 05:00,2025-08,YouTube,laptop brand,The laptop brand has some new features this month.,0,2,Negative,Neutral
POST00374,2025-05-28 03:00,2025-05,Facebook,electric car,"The customer service for electric car was fantastic, quick and helpful.",54,24,Positive,Positive
POST01433,2025-11-05 22:00,2025-11,Facebook,e-commerce sale,"Great value for money with e-commerce sale, totally worth it. 🔥",4,4,Positive,Positive
POST01143,2025-07-12 21:00,2025-07,Instagram,airline service,"Feeling let down by airline service, it just doesn't work as promised. 😞",11,7,Negative,Negative
POST01845,2025-04-05 05:00,2025-04,YouTube,streaming app,"Mixed feelings about streaming app, some parts great some not.",9,9,Neutral,Neutral
POST01962,2025-04-01 17:00,2025-04,Facebook,customer support,"Mixed feelings about customer support, some parts great some not.",15,0,Neutral,Neutral
POST01616,2025-12-24 01:00,2025-12,YouTube,airline service,"Huge shoutout to the team behind airline service, amazing job! 🔥",73,1,Positive,Positive
POST01282,2025-02-20 06:00,2025-02,Twitter,streaming app,"Extremely poor service from streaming app, never again.",2,4,Negative,Negative
POST00010,2025-12-27 02:00,2025-12,Instagram,e-commerce sale,"Really disappointed with e-commerce sale, expected way better. 😞",10,0,Negative,Negative
POST00450,2025-12-23 07:00,2025-12,Instagram,new movie release,"The new movie release exceeded my expectations, five stars from me. 😊",109,0,Positive,Positive
POST00709,2025-08-02 14:00,2025-08,Twitter,new smartphone,Comparing new smartphone with other options currently available. 🤔,13,4,Neutral,Neutral
POST00256,2025-11-05 04:00,2025-11,Instagram,food delivery app,"The food delivery app keeps crashing, so frustrating to deal with. 😞",17,8,Negative,Negative
POST00883,2025-09-13 13:00,2025-09,Instagram,laptop brand,"Saw an ad for laptop brand today, might check it out later.",8,2,Neutral,Neutral
POST00390,2025-06-01 18:00,2025-06,Facebook,electric car,Why is electric car so slow today? Getting really annoyed. 😞,0,1,Negative,Negative
POST00909,2025-11-20 23:00,2025-11,YouTube,e-commerce sale,"The customer service for e-commerce sale was fantastic, quick and helpful. ❤️",9,0,Positive,Positive
POST00925,2025-08-26 22:00,2025-08,Facebook,new movie release,"Just started using new movie release, will share my thoughts soon.",7,3,Neutral,Neutral
POST01720,2025-06-22 13:00,2025-06,YouTube,fitness tracker,The fitness tracker is scheduled for release next week.,7,1,Neutral,Neutral
POST01243,2025-09-09 10:00,2025-09,Instagram,customer support,"The customer service for customer support was fantastic, quick and helpful.",2,1,Positive,Positive
POST00461,2025-11-06 19:00,2025-11,Facebook,airline service,"The customer service for airline service was fantastic, quick and helpful. ❤️",12,27,Positive,Positive
POST01281,2025-09-28 06:00,2025-09,Twitter,e-commerce sale,Why is e-commerce sale so slow today? Getting really annoyed. 👎,0,2,Negative,Negative
POST01717,2025-09-11 09:00,2025-09,Instagram,cloud gaming service,"Not happy at all with cloud gaming service, total waste of money. 😡",1,1,Negative,Negative
POST01169,2025-02-24 03:00,2025-02,Twitter,e-commerce sale,The e-commerce sale is scheduled for release next week. 🤔,11,14,Neutral,Neutral
POST00959,2025-02-24 20:00,2025-02,YouTube,fitness tracker,"Attended a webinar about fitness tracker, learned a few things.",7,2,Neutral,Neutral
POST00502,2025-10-23 03:00,2025-10,Twitter,electric car,"Really impressed by how well electric car performs, well done! 🔥",11,4,Positive,Positive
POST00740,2025-01-28 07:00,2025-01,Facebook,laptop brand,"Great value for money with laptop brand, totally worth it. 👍",51,0,Positive,Positive
POST01869,2025-09-13 21:00,2025-09,Facebook,airline service,"Decent airline service, does the job but support could be faster.",1,8,Neutral,Neutral
POST00869,2025-12-11 23:00,2025-12,YouTube,airline service,"Super smooth experience with airline service today, very happy customer here. 😊",17,0,Positive,Positive
POST00732,2025-01-06 20:00,2025-01,Twitter,fitness tracker,"Worst experience ever with fitness tracker, would not recommend.",1,2,Negative,Negative
POST00540,2025-01-01 06:00,2025-01,Twitter,electric car,"The electric car update ruined everything, please fix this asap. 😡",9,5,Negative,Negative
POST01202,2025-08-06 16:00,2025-08,Twitter,electric car,"Can't stop recommending electric car to my friends, it's brilliant. ❤️",6,1,Positive,Positive
POST00698,2025-09-02 12:00,2025-09,YouTube,customer support,"Just started using customer support, will share my thoughts soon. 🤔",2,2,Neutral,Neutral
POST01405,2025-11-28 21:00,2025-11,Instagram,new movie release,"Worst experience ever with new movie release, would not recommend.",3,4,Negative,Negative
POST01623,2025-09-06 14:00,2025-09,YouTube,cloud gaming service,"Just tried the cloud gaming service and I'm impressed, great experience overall. 😊",4,7,Positive,Positive
POST01146,2025-05-22 01:00,2025-05,Twitter,streaming app,"Can't stop recommending streaming app to my friends, it's brilliant. ❤️",6,7,Positive,Positive
POST01032,2025-09-19 19:00,2025-09,YouTube,fitness tracker,"Not sure yet what to think about fitness tracker, still testing it out.",2,4,Neutral,Neutral
POST00373,2025-06-12 15:00,2025-06,YouTube,electric car,"Super smooth experience with electric car today, very happy customer here.",52,2,Positive,Positive
POST00668,2025-05-04 11:00,2025-05,Twitter,cloud gaming service,"Great value for money with cloud gaming service, totally worth it.",59,2,Positive,Positive
POST01607,2025-09-02 23:00,2025-09,YouTube,fitness tracker,"The fitness tracker was launched today, here are the specifications.",2,1,Neutral,Neutral
POST00358,2025-03-18 19:00,2025-03,YouTube,fitness tracker,"Really impressed by how well fitness tracker performs, well done! 🔥",1,0,Positive,Positive
POST00968,2025-10-11 16:00,2025-10,Facebook,new smartphone,"Read an article about new smartphone today, fairly informative. 🤔",0,2,Neutral,Neutral
POST00784,2025-01-28 05:00,2025-01,Twitter,airline service,"The airline service exceeded my expectations, five stars from me.",25,19,Positive,Positive
POST00736,2025-02-15 15:00,2025-02,YouTube,new movie release,The new movie release is scheduled for release next week.,3,7,Neutral,Neutral
POST01036,2025-01-02 19:00,2025-01,Instagram,streaming app,"Terrible customer support for streaming app, waited hours for a reply. 😡",15,0,Negative,Negative
POST00971,2025-10-20 12:00,2025-10,Twitter,online banking app,"The customer service for online banking app was fantastic, quick and helpful. 🔥",0,10,Positive,Positive
POST01539,2025-02-18 20:00,2025-02,YouTube,e-commerce sale,"Great value for money with e-commerce sale, totally worth it.",9,13,Positive,Positive
POST01556,2025-11-12 09:00,2025-11,Facebook,e-commerce sale,"Not happy at all with e-commerce sale, total waste of money. 👎",1,7,Negative,Negative
POST01538,2025-09-24 07:00,2025-09,Facebook,new smartphone,"Just tried the new smartphone and I'm impressed, great experience overall.",16,0,Positive,Positive
POST01362,2025-04-12 08:00,2025-04,YouTube,airline service,"Not sure yet what to think about airline service, still testing it out. 🤔",2,0,Neutral,Neutral
POST01612,2025-10-22 01:00,2025-10,YouTube,new movie release,"Just tried the new movie release and I'm impressed, great experience overall. 👍",19,0,Positive,Positive
POST01657,2025-05-06 13:00,2025-05,Instagram,streaming app,"Not sure yet what to think about streaming app, still testing it out. 🤔",6,2,Neutral,Neutral
POST01253,2025-10-27 09:00,2025-10,Facebook,new smartphone,"Great value for money with new smartphone, totally worth it.",10,4,Positive,Positive
POST01710,2025-10-21 11:00,2025-10,Twitter,electric car,"Best electric car I've used so far, highly recommend it to everyone! 👍",10,15,Positive,Positive
POST01732,2025-05-21 20:00,2025-05,YouTube,cloud gaming service,The cloud gaming service is scheduled for release next week.,2,6,Neutral,Neutral
POST01237,2025-06-23 22:00,2025-06,YouTube,e-commerce sale,"Just tried the e-commerce sale and I'm impressed, great experience overall. ❤️",82,0,Positive,Positive
POST00886,2025-05-01 17:00,2025-05,Facebook,electric car,"Not happy at all with electric car, total waste of money.",20,7,Negative,Negative
POST00080,2025-06-17 12:00,2025-06,YouTube,online banking app,"The online banking app exceeded my expectations, five stars from me.",25,1,Positive,Positive
POST01173,2025-12-23 11:00,2025-12,Instagram,customer support,"Really impressed by how well customer support performs, well done! 🔥",12,0,Positive,Positive
POST00815,2025-02-02 08:00,2025-02,Instagram,new movie release,Here's a quick overview of the new new movie release update. 🤔,21,2,Neutral,Neutral
POST01967,2025-11-21 14:00,2025-11,Twitter,fitness tracker,"The fitness tracker is fine, price is a bit high though.",10,3,Neutral,Neutral
POST00672,2025-12-13 06:00,2025-12,Instagram,food delivery app,"The food delivery app exceeded my expectations, five stars from me. ❤️",19,4,Positive,Positive
POST01546,2025-10-28 06:00,2025-10,Facebook,fitness tracker,"The fitness tracker was launched today, here are the specifications. 🤔",4,4,Neutral,Neutral
POST00058,2025-11-10 20:00,2025-11,Facebook,fitness tracker,"Really impressed by how well fitness tracker performs, well done! 😊",17,2,Positive,Positive
POST00134,2025-10-11 09:00,2025-10,Twitter,new smartphone,"Not sure yet what to think about new smartphone, still testing it out.",1,9,Neutral,Neutral
POST01141,2025-01-13 19:00,2025-01,Twitter,food delivery app,"The food delivery app was launched today, here are the specifications. 🤔",11,5,Neutral,Neutral
POST00934,2025-10-27 03:00,2025-10,Facebook,streaming app,"Can't stop recommending streaming app to my friends, it's brilliant. 🔥",39,19,Positive,Positive
POST01777,2025-09-11 12:00,2025-09,YouTube,new smartphone,"Worst experience ever with new smartphone, would not recommend. 👎",8,1,Negative,Negative
POST00824,2025-12-05 07:00,2025-12,Twitter,electric car,"Not happy at all with electric car, total waste of money. 👎",3,13,Negative,Negative
POST01215,2025-10-25 22:00,2025-10,YouTube,airline service,Why is airline service so slow today? Getting really annoyed. 😞,7,5,Negative,Negative
POST00505,2025-10-28 03:00,2025-10,YouTube,e-commerce sale,Here's a quick overview of the new e-commerce sale update.,0,0,Positive,Neutral
POST01926,2025-05-27 12:00,2025-05,Facebook,new smartphone,"Mixed feelings about new smartphone, some parts great some not.",13,4,Neutral,Neutral
POST00348,2025-01-12 02:00,2025-01,YouTube,online banking app,Comparing online banking app with other options currently available.,4,3,Neutral,Neutral
POST00387,2025-11-25 17:00,2025-11,YouTube,online banking app,"Read an article about online banking app today, fairly informative.",0,6,Neutral,Neutral
POST01025,2025-07-23 09:00,2025-07,YouTube,online banking app,"The online banking app exceeded my expectations, five stars from me. ❤️",7,7,Positive,Positive
POST00895,2025-02-10 12:00,2025-02,YouTube,electric car,"The customer service for electric car was fantastic, quick and helpful. 👍",11,3,Positive,Positive
POST00829,2025-09-22 12:00,2025-09,Instagram,online banking app,"Feeling let down by online banking app, it just doesn't work as promised. 😡",47,2,Negative,Negative
POST01913,2025-02-10 20:00,2025-02,YouTube,cloud gaming service,Loved the cloud gaming service at first but the recent update is buggy.,0,7,Negative,Negative
POST00476,2025-08-23 03:00,2025-08,Instagram,e-commerce sale,"Not sure yet what to think about e-commerce sale, still testing it out.",0,12,Neutral,Neutral
POST01833,2025-05-23 04:00,2025-05,Instagram,new smartphone,"Decent new smartphone, does the job but support could be faster.",3,2,Neutral,Neutral
POST02019,2025-11-05 06:00,2025-11,Facebook,customer support,"The customer support is okay I guess, nothing special but works.",21,2,Neutral,Neutral
POST01791,2025-12-08 06:00,2025-12,Instagram,new smartphone,"Great value for money with new smartphone, totally worth it. 👍",10,4,Positive,Positive
POST00653,2025-05-22 16:00,2025-05,Facebook,fitness tracker,"The fitness tracker update ruined everything, please fix this asap. 😡",6,4,Negative,Negative
POST00173,2025-03-06 16:00,2025-03,Twitter,new movie release,"The customer service for new movie release was fantastic, quick and helpful. 👍",41,34,Neutral,Positive
POST01150,2025-08-15 22:00,2025-08,Twitter,food delivery app,"Terrible customer support for food delivery app, waited hours for a reply. 😡",10,0,Negative,Negative
POST00039,2025-05-05 15:00,2025-05,YouTube,e-commerce sale,"Not happy at all with e-commerce sale, total waste of money. 😞",24,6,Negative,Negative
POST00714,2025-09-25 06:00,2025-09,Facebook,food delivery app,Here's a quick overview of the new food delivery app update.,20,3,Neutral,Neutral
POST00091,2025-03-04 14:00,2025-03,Instagram,new smartphone,"Not sure yet what to think about new smartphone, still testing it out.",19,8,Neutral,Neutral
POST01957,2025-04-08 21:00,2025-04,Instagram,laptop brand,Loved the laptop brand at first but the recent update is buggy.,6,11,Negative,Negative
POST01206,2025-03-24 22:00,2025-03,Facebook,new movie release,"Great value for money with new movie release, totally worth it.",20,14,Positive,Positive
POST00876,2025-09-09 05:00,2025-09,Facebook,new movie release,"Read an article about new movie release today, fairly informative.",1,4,Neutral,Neutral
POST01363,2025-11-04 08:00,2025-11,YouTube,customer support,"Best customer support I've used so far, highly recommend it to everyone! 😊",23,15,Positive,Positive
POST01910,2025-06-19 13:00,2025-06,Twitter,streaming app,"Decent streaming app, does the job but support could be faster.",7,0,Neutral,Neutral
POST01094,2025-10-06 22:00,2025-10,Facebook,customer support,"Saw an ad for customer support today, might check it out later. 🤔",7,0,Neutral,Neutral
POST01156,2025-03-04 18:00,2025-03,YouTube,customer support,"Extremely poor service from customer support, never again. 👎",7,4,Negative,Negative
POST01376,2025-03-09 17:00,2025-03,Facebook,customer support,"Really disappointed with customer support, expected way better. 😞",13,11,Negative,Negative
POST01979,2025-07-26 10:00,2025-07,Instagram,electric car,"Mixed feelings about electric car, some parts great some not.",9,2,Neutral,Neutral
POST00500,2025-11-11 06:00,2025-11,Twitter,customer support,"The customer support update ruined everything, please fix this asap.",5,7,Negative,Negative
POST00339,2025-11-25 09:00,2025-11,Facebook,new movie release,"The new movie release update ruined everything, please fix this asap. 😞",31,0,Negative,Negative
POST01189,2025-04-28 03:00,2025-04,Facebook,food delivery app,"The food delivery app broke down after just one week, very poor quality. 😞",15,3,Negative,Negative
POST00029,2025-09-08 00:00,2025-09,Facebook,e-commerce sale,"Just tried the e-commerce sale and I'm impressed, great experience overall. 👍",9,10,Positive,Positive
POST01218,2025-08-29 22:00,2025-08,Twitter,fitness tracker,"Really impressed by how well fitness tracker performs, well done!",43,1,Positive,Positive
POST01337,2025-09-06 00:00,2025-09,Twitter,streaming app,"Really disappointed with streaming app, expected way better. 😡",0,0,Negative,Negative
POST01839,2025-04-01 08:00,2025-04,Facebook,food delivery app,"Decent food delivery app, does the job but support could be faster.",3,4,Neutral,Neutral
POST00946,2025-04-05 00:00,2025-04,YouTube,cloud gaming service,"Attended a webinar about cloud gaming service, learned a few things.",59,0,Neutral,Neutral
POST00170,2025-08-22 10:00,2025-08,YouTube,fitness tracker,"Saw an ad for fitness tracker today, might check it out later. 🤔",35,5,Neutral,Neutral
POST01487,2025-12-10 14:00,2025-12,Twitter,fitness tracker,"Terrible customer support for fitness tracker, waited hours for a reply. 😡",9,2,Negative,Negative
POST01198,2025-04-21 18:00,2025-04,YouTube,customer support,"Great value for money with customer support, totally worth it. ❤️",20,6,Positive,Positive
POST01254,2025-04-25 00:00,2025-04,YouTube,electric car,"Just started using electric car, will share my thoughts soon. 🤔",1,5,Neutral,Neutral
