post_id,date,platform,topic,text,likes,retweets,sentiment
POST00940,2025-01-11 22:00,Instagram,electric car,"Can't stop recommending electric car to my friends, it's brilliant. 👍",0,3,Positive
POST01923,2025-06-30 02:00,Facebook,e-commerce sale,"Decent e-commerce sale, does the job but support could be faster.",9,1,Neutral
POST00089,2025-05-05 04:00,YouTube,new movie release,"Just started using new movie release, will share my thoughts soon. 🤔",16,4,Neutral
POST00042,2025-02-25 07:00,Facebook,customer support,"Huge shoutout to the team behind customer support, amazing job! 🔥",6,4,Positive
POST01820,2025-01-23 04:00,Instagram,food delivery app,"Mixed feelings about food delivery app, some parts great some not.",0,7,Neutral
POST01954,2025-08-19 04:00,Twitter,fitness tracker,"Decent fitness tracker, does the job but support could be faster.",22,0,Neutral
POST00132,2025-06-01 07:00,Instagram,airline service,Here's a quick overview of the new airline service update. 🤔,5,10,Neutral
POST01848,2025-02-05 04:00,Instagram,cloud gaming service,"Mixed feelings about cloud gaming service, some parts great some not.",6,1,Positive
POST01001,2025-01-10 11:00,Instagram,customer support,"The customer support broke down after just one week, very poor quality. 👎",19,1,Negative
POST01171,2025-06-14 06:00,Instagram,airline service,"Absolutely loving the airline service, works flawlessly! #happy",1,29,Positive
POST01874,2025-06-13 15:00,Facebook,customer support,Loved the customer support at first but the recent update is buggy.,1,0,Negative
POST01356,2025-01-02 12:00,Instagram,cloud gaming service,"Huge shoutout to the team behind cloud gaming service, amazing job! 👍",3,30,Positive
POST01513,2025-11-22 08:00,Facebook,laptop brand,"The laptop brand update ruined everything, please fix this asap. 👎",11,0,Negative
POST00165,2025-08-30 07:00,YouTube,customer support,"Great value for money with customer support, totally worth it.",5,4,Positive
POST00725,2025-02-27 04:00,Instagram,customer support,"Absolutely loving the customer support, works flawlessly! #happy 🔥",48,2,Positive
POST00291,2025-02-10 00:00,Twitter,new movie release,"The new movie release exceeded my expectations, five stars from me. 🔥",7,8,Positive
POST01885,2025-12-23 13:00,Twitter,customer support,Loved the customer support at first but the recent update is buggy.,18,14,Negative
POST01550,2025-10-27 13:00,Facebook,streaming app,"Really impressed by how well streaming app performs, well done! 👍",51,1,Positive
POST01917,2025-11-16 13:00,Facebook,online banking app,"Decent online banking app, does the job but support could be faster.",2,0,Neutral
POST01114,2025-10-23 15:00,Twitter,customer support,Why is customer support so slow today? Getting really annoyed. 👎,26,3,Negative
POST01506,2025-10-04 05:00,Facebook,streaming app,Why is streaming app so slow today? Getting really annoyed.,8,9,Negative
POST00779,2025-11-30 06:00,Facebook,new smartphone,"Super smooth experience with new smartphone today, very happy customer here.",12,4,Positive
POST00840,2025-05-11 15:00,Instagram,customer support,Why is customer support so slow today? Getting really annoyed. 😡,13,5,Negative
POST00349,2025-10-26 11:00,Instagram,food delivery app,"Just started using food delivery app, will share my thoughts soon. 🤔",11,1,Neutral
POST01965,2025-02-15 20:00,Twitter,airline service,"The airline service is okay I guess, nothing special but works.",1,10,Positive
POST00572,2025-05-08 13:00,Facebook,food delivery app,"The food delivery app broke down after just one week, very poor quality. 👎",0,21,Negative
POST00918,2025-05-26 20:00,Facebook,fitness tracker,"Extremely poor service from fitness tracker, never again. 👎",3,1,Negative
POST00988,2025-04-30 06:00,Twitter,new movie release,"Super smooth experience with new movie release today, very happy customer here. 🔥",10,30,Positive
POST01907,2025-01-24 01:00,YouTube,new smartphone,"The new smartphone is fine, price is a bit high though.",17,1,Neutral
POST02007,2025-03-26 06:00,Facebook,e-commerce sale,"The e-commerce sale is fine, price is a bit high though.",17,1,Neutral
POST01606,2025-07-20 05:00,YouTube,laptop brand,"The laptop brand was launched today, here are the specifications. 🤔",28,6,Neutral
POST01329,2025-10-17 23:00,YouTube,cloud gaming service,"Just started using cloud gaming service, will share my thoughts soon. 🤔",31,0,Neutral
POST01888,2025-05-06 02:00,Twitter,streaming app,"Decent streaming app, does the job but support could be faster.",10,0,Neutral
POST00137,2025-07-25 15:00,Twitter,airline service,"The airline service was launched today, here are the specifications. 🤔",1,1,Neutral
POST00459,2025-12-19 23:00,Instagram,electric car,"Just tried the electric car and I'm impressed, great experience overall.",51,4,Positive
POST00376,2025-06-27 14:00,Twitter,online banking app,"Terrible customer support for online banking app, waited hours for a reply.",1,2,Neutral
POST01354,2025-11-05 23:00,YouTube,laptop brand,"Read an article about laptop brand today, fairly informative.",4,0,Neutral
POST00334,2025-02-10 08:00,Facebook,fitness tracker,Why is fitness tracker so slow today? Getting really annoyed. 👎,2,3,Negative
POST01318,2025-09-08 03:00,Twitter,e-commerce sale,"Saw an ad for e-commerce sale today, might check it out later.",44,0,Neutral
POST01170,2025-08-07 10:00,Instagram,airline service,"Not happy at all with airline service, total waste of money. 👎",22,0,Negative
POST01778,2025-12-14 07:00,Facebook,airline service,"Really impressed by how well airline service performs, well done! 😊",2,2,Positive
POST01472,2025-11-22 13:00,YouTube,online banking app,"The online banking app update ruined everything, please fix this asap.",6,2,Negative
POST00817,2025-01-21 20:00,Twitter,new movie release,"Super smooth experience with new movie release today, very happy customer here. 😊",10,2,Positive
POST01125,2025-03-09 19:00,Facebook,online banking app,"The online banking app exceeded my expectations, five stars from me. 👍",27,13,Positive
POST02000,2025-04-21 11:00,Instagram,new smartphone,"The new smartphone is fine, price is a bit high though.",33,0,Neutral
POST01876,2025-07-16 13:00,Instagram,streaming app,"Decent streaming app, does the job but support could be faster.",3,1,Neutral
POST00987,2025-11-12 14:00,Facebook,streaming app,"The customer service for streaming app was fantastic, quick and helpful. 🔥",41,1,Positive
POST01458,2025-12-24 11:00,YouTube,e-commerce sale,"Can't stop recommending e-commerce sale to my friends, it's brilliant. 🔥",1,4,Positive
POST00911,2025-06-07 11:00,YouTube,airline service,Comparing airline service with other options currently available.,7,0,Neutral
POST01950,2025-12-08 18:00,Twitter,food delivery app,"The food delivery app is fine, price is a bit high though.",41,1,Neutral
POST01656,2025-08-07 23:00,Twitter,food delivery app,"Great value for money with food delivery app, totally worth it. 👍",85,10,Positive
POST00329,2025-09-27 13:00,YouTube,customer support,Comparing customer support with other options currently available. 🤔,8,4,Neutral
POST01044,2025-11-09 21:00,Facebook,streaming app,"Attended a webinar about streaming app, learned a few things. 🤔",19,6,Neutral
POST00319,2025-11-29 08:00,Facebook,customer support,Why is customer support so slow today? Getting really annoyed. 😡,5,2,Negative
POST01544,2025-08-21 12:00,Twitter,food delivery app,"The food delivery app update ruined everything, please fix this asap.",1,1,Negative
POST01371,2025-03-10 10:00,YouTube,new smartphone,"Not happy at all with new smartphone, total waste of money. 😞",8,0,Negative
POST01750,2025-02-08 17:00,YouTube,electric car,The electric car has some new features this month.,7,2,Neutral
POST00168,2025-06-02 18:00,Facebook,new smartphone,"Feeling let down by new smartphone, it just doesn't work as promised.",4,6,Negative
POST00013,2025-12-26 21:00,Facebook,cloud gaming service,"Just tried the cloud gaming service and I'm impressed, great experience overall.",2,9,Positive
POST01947,2025-06-28 13:00,Instagram,streaming app,"Decent streaming app, does the job but support could be faster.",11,3,Neutral
POST00172,2025-12-28 12:00,YouTube,electric car,Comparing electric car with other options currently available. 🤔,0,0,Neutral
POST00650,2025-03-06 01:00,Instagram,food delivery app,"Can't stop recommending food delivery app to my friends, it's brilliant. 😊",9,4,Positive
POST01754,2025-08-03 04:00,Instagram,e-commerce sale,Here's a quick overview of the new e-commerce sale update.,2,7,Neutral
POST00261,2025-01-20 01:00,YouTube,new movie release,"The new movie release broke down after just one week, very poor quality. 👎",9,1,Negative
POST01224,2025-05-30 06:00,Twitter,electric car,"The electric car keeps crashing, so frustrating to deal with. 😡",3,0,Negative
POST01422,2025-08-26 04:00,Facebook,airline service,"Great value for money with airline service, totally worth it. ❤️",26,4,Positive
POST00902,2025-02-22 03:00,YouTube,streaming app,"Just tried the streaming app and I'm impressed, great experience overall. ❤️",36,13,Positive
POST00673,2025-12-16 00:00,Twitter,fitness tracker,"Great value for money with fitness tracker, totally worth it. 🔥",57,0,Positive
POST00259,2025-08-15 20:00,YouTube,airline service,The airline service has some new features this month.,1,1,Neutral
POST00845,2025-12-15 12:00,Facebook,e-commerce sale,"Huge shoutout to the team behind e-commerce sale, amazing job! ❤️",0,10,Positive
POST00868,2025-12-25 08:00,Twitter,fitness tracker,"Huge shoutout to the team behind fitness tracker, amazing job! 👍",34,3,Positive
POST01205,2025-06-01 07:00,Facebook,streaming app,"Just tried the streaming app and I'm impressed, great experience overall. 😊",39,3,Positive
POST00139,2025-11-07 19:00,YouTube,airline service,"Feeling let down by airline service, it just doesn't work as promised. 😞",7,1,Negative
POST00894,2025-05-26 11:00,Instagram,food delivery app,"The food delivery app broke down after just one week, very poor quality.",3,7,Negative
POST01856,2025-03-25 09:00,YouTube,e-commerce sale,"Mixed feelings about e-commerce sale, some parts great some not.",1,10,Neutral
POST00550,2025-12-20 00:00,Facebook,e-commerce sale,The e-commerce sale has some new features this month. 🤔,18,4,Neutral
POST00320,2025-09-13 16:00,Instagram,new smartphone,"Can't stop recommending new smartphone to my friends, it's brilliant.",4,10,Positive
POST01541,2025-03-07 01:00,Twitter,electric car,The electric car is scheduled for release next week. 🤔,17,0,Neutral
POST01987,2025-10-02 07:00,Instagram,online banking app,Loved the online banking app at first but the recent update is buggy.,2,5,Negative
POST01188,2025-10-31 18:00,YouTube,electric car,Here's a quick overview of the new electric car update.,0,2,Neutral
POST00559,2025-03-21 17:00,Instagram,fitness tracker,Here's a quick overview of the new fitness tracker update.,4,0,Neutral
POST00140,2025-08-19 14:00,YouTube,fitness tracker,"The fitness tracker exceeded my expectations, five stars from me.",27,11,Positive
POST01857,2025-05-05 01:00,Instagram,new movie release,"Decent new movie release, does the job but support could be faster.",20,4,Neutral
POST00532,2025-04-22 13:00,YouTube,airline service,"Huge shoutout to the team behind airline service, amazing job! ❤️",32,6,Positive
POST00225,2025-12-07 08:00,Facebook,customer support,"Super smooth experience with customer support today, very happy customer here. 🔥",18,4,Positive
POST00724,2025-08-22 08:00,YouTube,customer support,"Can't stop recommending customer support to my friends, it's brilliant. ❤️",28,0,Positive
POST00787,2025-10-01 00:00,Twitter,cloud gaming service,"Feeling let down by cloud gaming service, it just doesn't work as promised. 😡",1,0,Negative
POST01737,2025-02-20 10:00,Instagram,e-commerce sale,"The e-commerce sale was launched today, here are the specifications. 🤔",2,11,Neutral
POST01019,2025-04-15 02:00,Instagram,food delivery app,"Worst experience ever with food delivery app, would not recommend.",41,3,Negative
POST00410,2025-11-25 23:00,Instagram,streaming app,"Can't stop recommending streaming app to my friends, it's brilliant. 👍",103,4,Positive
POST00326,2025-03-04 06:00,Instagram,fitness tracker,"Best fitness tracker I've used so far, highly recommend it to everyone! 🔥",22,0,Positive
POST01191,2025-10-27 15:00,YouTube,airline service,"Absolutely loving the airline service, works flawlessly! #happy ❤️",19,14,Positive
POST00300,2025-10-25 23:00,Twitter,food delivery app,Here's a quick overview of the new food delivery app update. 🤔,0,0,Neutral
POST01274,2025-02-09 00:00,Twitter,electric car,"The electric car update ruined everything, please fix this asap.",5,1,Negative
POST01488,2025-10-20 20:00,Twitter,streaming app,"Terrible customer support for streaming app, waited hours for a reply. 😡",67,0,Negative
POST00026,2025-05-15 16:00,Twitter,new movie release,"Not sure yet what to think about new movie release, still testing it out. 🤔",17,0,Neutral
POST01878,2025-10-25 22:00,Twitter,customer support,Loved the customer support at first but the recent update is buggy.,18,4,Neutral
POST00715,2025-01-21 17:00,Instagram,online banking app,"The online banking app update ruined everything, please fix this asap. 😞",4,2,Negative
POST01944,2025-02-11 09:00,YouTube,online banking app,"The online banking app is okay I guess, nothing special but works.",6,9,Neutral
POST00194,2025-02-16 09:00,Instagram,laptop brand,"Super smooth experience with laptop brand today, very happy customer here. ❤️",15,31,Positive
POST00441,2025-04-05 17:00,YouTube,streaming app,"Absolutely loving the streaming app, works flawlessly! #happy",4,16,Positive
POST00574,2025-07-25 02:00,Twitter,food delivery app,"Great value for money with food delivery app, totally worth it. 👍",3,1,Positive
POST00947,2025-06-14 23:00,Instagram,e-commerce sale,"The e-commerce sale was launched today, here are the specifications.",5,1,Neutral
POST00998,2025-06-11 15:00,Twitter,fitness tracker,"Attended a webinar about fitness tracker, learned a few things. 🤔",9,2,Neutral
POST00504,2025-09-28 20:00,YouTube,cloud gaming service,Here's a quick overview of the new cloud gaming service update.,20,5,Neutral
POST00606,2025-07-18 08:00,Facebook,e-commerce sale,"Not sure yet what to think about e-commerce sale, still testing it out. 🤔",4,5,Neutral
POST01183,2025-02-27 04:00,Instagram,new smartphone,"Great value for money with new smartphone, totally worth it. ❤️",16,2,Positive
POST01174,2025-10-25 01:00,Instagram,new movie release,"Best new movie release I've used so far, highly recommend it to everyone! 😊",6,5,Positive
POST01805,2025-04-24 10:00,Instagram,electric car,"Decent electric car, does the job but support could be faster.",3,2,Neutral
POST00847,2025-10-23 11:00,Facebook,online banking app,Comparing online banking app with other options currently available. 🤔,17,4,Neutral
POST00004,2025-10-15 06:00,Twitter,food delivery app,"Extremely poor service from food delivery app, never again.",0,14,Negative
POST01160,2025-02-24 20:00,YouTube,electric car,"The electric car broke down after just one week, very poor quality.",8,2,Negative
POST01233,2025-10-04 05:00,YouTube,laptop brand,"Read an article about laptop brand today, fairly informative.",13,10,Neutral
POST00468,2025-02-14 05:00,Instagram,airline service,"Can't stop recommending airline service to my friends, it's brilliant. ❤️",0,10,Positive
POST00006,2025-06-24 08:00,YouTube,electric car,"Best electric car I've used so far, highly recommend it to everyone! 🔥",9,5,Positive
POST01387,2025-04-15 09:00,Twitter,laptop brand,"Not sure yet what to think about laptop brand, still testing it out. 🤔",10,2,Neutral
POST00548,2025-06-29 13:00,YouTube,airline service,Here's a quick overview of the new airline service update. 🤔,8,3,Neutral
POST00229,2025-01-27 09:00,YouTube,cloud gaming service,"Attended a webinar about cloud gaming service, learned a few things.",9,3,Neutral
POST00543,2025-07-16 02:00,Instagram,airline service,"Just tried the airline service and I'm impressed, great experience overall. 😊",19,0,Positive
POST00243,2025-01-24 07:00,Facebook,fitness tracker,"Can't stop recommending fitness tracker to my friends, it's brilliant.",39,1,Positive
POST00899,2025-05-19 14:00,YouTube,e-commerce sale,Here's a quick overview of the new e-commerce sale update.,8,4,Positive
POST01665,2025-04-08 00:00,Instagram,food delivery app,"Absolutely loving the food delivery app, works flawlessly! #happy",26,0,Positive
POST01245,2025-07-09 12:00,YouTube,electric car,"The electric car broke down after just one week, very poor quality. 😡",8,1,Negative
POST01095,2025-12-31 18:00,Twitter,cloud gaming service,The cloud gaming service is scheduled for release next week. 🤔,25,2,Neutral
POST00843,2025-07-29 11:00,Facebook,electric car,"Just tried the electric car and I'm impressed, great experience overall. 🔥",78,0,Positive
POST01822,2025-08-12 02:00,Twitter,new movie release,"Decent new movie release, does the job but support could be faster.",1,12,Neutral
POST01165,2025-10-24 07:00,Instagram,cloud gaming service,"The cloud gaming service was launched today, here are the specifications. 🤔",25,4,Neutral
POST01990,2025-11-02 03:00,YouTube,airline service,"The airline service is okay I guess, nothing special but works.",17,1,Neutral
POST00662,2025-04-07 14:00,Twitter,e-commerce sale,Why is e-commerce sale so slow today? Getting really annoyed.,1,0,Negative
POST01221,2025-03-26 08:00,Twitter,airline service,"The airline service keeps crashing, so frustrating to deal with. 😞",8,0,Negative
POST00315,2025-01-16 04:00,Instagram,fitness tracker,"Feeling let down by fitness tracker, it just doesn't work as promised.",21,0,Negative
POST00692,2025-09-29 09:00,YouTube,cloud gaming service,Comparing cloud gaming service with other options currently available. 🤔,25,8,Neutral
POST01518,2025-12-10 14:00,Twitter,fitness tracker,"Just tried the fitness tracker and I'm impressed, great experience overall. 👍",4,17,Positive
POST00425,2025-05-04 07:00,YouTube,streaming app,The streaming app has some new features this month. 🤔,0,2,Neutral
POST00595,2025-03-08 06:00,Instagram,new smartphone,"Not happy at all with new smartphone, total waste of money. 👎",12,4,Negative
POST01984,2025-01-15 19:00,Instagram,new smartphone,"Mixed feelings about new smartphone, some parts great some not.",2,0,Neutral
POST00623,2025-11-10 07:00,Facebook,streaming app,"The customer service for streaming app was fantastic, quick and helpful. 😊",4,1,Positive
POST01893,2025-09-15 05:00,Instagram,e-commerce sale,"The e-commerce sale is okay I guess, nothing special but works.",6,0,Neutral
POST01803,2025-11-12 06:00,Twitter,customer support,Loved the customer support at first but the recent update is buggy.,4,9,Negative
POST00228,2025-12-10 03:00,Facebook,e-commerce sale,"Can't stop recommending e-commerce sale to my friends, it's brilliant. 👍",4,8,Positive
POST01561,2025-10-12 03:00,Twitter,laptop brand,"Best laptop brand I've used so far, highly recommend it to everyone! 👍",7,22,Positive
POST01343,2025-07-29 08:00,YouTube,online banking app,"The customer service for online banking app was fantastic, quick and helpful. 😊",4,10,Positive
POST01108,2025-10-12 12:00,Instagram,streaming app,"Super smooth experience with streaming app today, very happy customer here. ❤️",36,7,Positive
POST00067,2025-07-03 06:00,Twitter,laptop brand,"Saw an ad for laptop brand today, might check it out later. 🤔",18,4,Neutral
POST00025,2025-02-27 09:00,Facebook,cloud gaming service,"Can't stop recommending cloud gaming service to my friends, it's brilliant. 🔥",42,9,Positive
POST00145,2025-05-28 22:00,Instagram,new smartphone,"Terrible customer support for new smartphone, waited hours for a reply.",1,0,Negative
POST00537,2025-02-17 20:00,Facebook,streaming app,"Super smooth experience with streaming app today, very happy customer here. 👍",19,16,Positive
POST00812,2025-09-15 00:00,Facebook,customer support,"Huge shoutout to the team behind customer support, amazing job!",81,3,Positive
POST01636,2025-08-08 03:00,YouTube,food delivery app,"Huge shoutout to the team behind food delivery app, amazing job! 🔥",84,1,Positive
POST00086,2025-12-11 09:00,Instagram,airline service,Why is airline service so slow today? Getting really annoyed. 😞,33,4,Negative
POST01194,2025-06-21 04:00,Instagram,online banking app,"Really disappointed with online banking app, expected way better. 😡",7,7,Negative
POST01079,2025-10-21 07:00,Facebook,electric car,"Best electric car I've used so far, highly recommend it to everyone! 😊",6,1,Positive
POST01823,2025-03-27 19:00,Twitter,customer support,"Mixed feelings about customer support, some parts great some not.",0,0,Neutral
POST01836,2025-12-28 17:00,Twitter,laptop brand,"Decent laptop brand, does the job but support could be faster.",11,1,Neutral
POST01385,2025-01-21 14:00,YouTube,airline service,"The airline service broke down after just one week, very poor quality.",5,1,Negative
POST01669,2025-05-11 23:00,YouTube,food delivery app,Here's a quick overview of the new food delivery app update.,1,5,Neutral
POST00363,2025-05-16 20:00,YouTube,e-commerce sale,"Feeling let down by e-commerce sale, it just doesn't work as promised. 😞",2,18,Negative
POST01626,2025-10-01 23:00,Twitter,online banking app,"Not happy at all with online banking app, total waste of money. 😞",11,4,Negative
POST01889,2025-03-18 05:00,YouTube,e-commerce sale,"The e-commerce sale is okay I guess, nothing special but works.",10,16,Neutral
POST01027,2025-02-16 23:00,YouTube,new movie release,"Really impressed by how well new movie release performs, well done! 😊",72,10,Positive
POST01031,2025-12-28 14:00,Twitter,airline service,"The airline service broke down after just one week, very poor quality. 😡",37,2,Negative
POST01941,2025-08-31 06:00,YouTube,laptop brand,"The laptop brand is okay I guess, nothing special but works.",2,2,Neutral
POST01367,2025-08-09 06:00,Instagram,customer support,"The customer service for customer support was fantastic, quick and helpful. 🔥",0,7,Positive
POST01081,2025-12-12 01:00,YouTube,new smartphone,"The new smartphone keeps crashing, so frustrating to deal with.",6,3,Negative
POST00666,2025-08-22 01:00,Twitter,food delivery app,"The food delivery app broke down after just one week, very poor quality. 😞",37,0,Negative
POST00365,2025-03-17 21:00,YouTube,cloud gaming service,Why is cloud gaming service so slow today? Getting really annoyed. 😡,8,1,Negative
POST00078,2025-07-06 13:00,Instagram,fitness tracker,"The fitness tracker keeps crashing, so frustrating to deal with. 👎",10,2,Negative
POST00028,2025-03-24 17:00,Facebook,streaming app,"Extremely poor service from streaming app, never again. 😡",4,0,Negative
POST01449,2025-02-13 08:00,Instagram,online banking app,"The online banking app broke down after just one week, very poor quality.",5,6,Negative
POST00526,2025-01-31 08:00,YouTube,streaming app,"Best streaming app I've used so far, highly recommend it to everyone! 🔥",0,8,Positive
POST01853,2025-11-18 19:00,Instagram,online banking app,"The online banking app is okay I guess, nothing special but works.",3,0,Neutral
POST00056,2025-09-17 08:00,Instagram,airline service,"Not sure yet what to think about airline service, still testing it out.",4,0,Neutral
POST00639,2025-01-14 06:00,Twitter,food delivery app,"Worst experience ever with food delivery app, would not recommend. 👎",15,8,Negative
POST00303,2025-01-19 09:00,YouTube,electric car,"Saw an ad for electric car today, might check it out later. 🤔",5,1,Neutral
POST00719,2025-08-26 01:00,Facebook,online banking app,"Just tried the online banking app and I'm impressed, great experience overall. 🔥",6,1,Positive
POST00625,2025-03-27 20:00,Facebook,laptop brand,"The laptop brand keeps crashing, so frustrating to deal with. 👎",22,5,Negative
POST00008,2025-01-23 23:00,Facebook,laptop brand,"Great value for money with laptop brand, totally worth it.",8,3,Positive
POST00804,2025-04-24 22:00,Instagram,laptop brand,"Not happy at all with laptop brand, total waste of money. 👎",13,0,Negative
POST01050,2025-05-13 16:00,Facebook,customer support,"Feeling let down by customer support, it just doesn't work as promised. 👎",18,2,Negative
POST00337,2025-01-15 02:00,Twitter,e-commerce sale,"Absolutely loving the e-commerce sale, works flawlessly! #happy",16,2,Positive
POST00048,2025-03-21 06:00,YouTube,customer support,"The customer support exceeded my expectations, five stars from me. 🔥",17,2,Positive
POST01494,2025-01-13 16:00,YouTube,streaming app,"The streaming app broke down after just one week, very poor quality.",2,2,Negative
POST00107,2025-06-17 10:00,YouTube,food delivery app,"Can't stop recommending food delivery app to my friends, it's brilliant. 👍",7,6,Positive
POST00350,2025-11-02 20:00,YouTube,online banking app,"Great value for money with online banking app, totally worth it. 👍",51,0,Positive
POST01080,2025-10-04 14:00,Facebook,online banking app,"Just started using online banking app, will share my thoughts soon. 🤔",11,3,Neutral
POST00239,2025-11-13 01:00,Instagram,streaming app,"Just tried the streaming app and I'm impressed, great experience overall. 👍",66,14,Positive
POST00214,2025-10-29 10:00,Instagram,laptop brand,"Absolutely loving the laptop brand, works flawlessly! #happy 🔥",0,3,Positive
POST01264,2025-10-06 10:00,Instagram,e-commerce sale,Here's a quick overview of the new e-commerce sale update.,2,0,Neutral
POST01964,2025-12-26 19:00,Facebook,cloud gaming service,"Mixed feelings about cloud gaming service, some parts great some not.",2,0,Neutral
POST00794,2025-10-03 17:00,YouTube,e-commerce sale,"The e-commerce sale was launched today, here are the specifications.",20,7,Neutral
POST01097,2025-07-27 02:00,Facebook,streaming app,"Attended a webinar about streaming app, learned a few things. 🤔",2,0,Neutral
POST01190,2025-07-31 06:00,Instagram,airline service,"Not happy at all with airline service, total waste of money. 😞",18,7,Negative
POST01133,2025-08-31 08:00,YouTube,customer support,"Not sure yet what to think about customer support, still testing it out.",22,1,Positive
POST01597,2025-08-06 21:00,YouTube,food delivery app,"Not happy at all with food delivery app, total waste of money. 👎",4,0,Negative
POST02002,2025-05-18 08:00,Instagram,airline service,Loved the airline service at first but the recent update is buggy.,3,6,Negative
POST00524,2025-11-02 17:00,Facebook,fitness tracker,"Worst experience ever with fitness tracker, would not recommend. 👎",10,0,Negative
POST00233,2025-11-08 21:00,Twitter,fitness tracker,"The fitness tracker exceeded my expectations, five stars from me. 😊",21,1,Positive
POST00645,2025-10-05 13:00,Facebook,cloud gaming service,"Feeling let down by cloud gaming service, it just doesn't work as promised. 😞",11,4,Negative
POST01522,2025-04-24 07:00,Facebook,airline service,"Great value for money with airline service, totally worth it. 👍",6,18,Positive
POST00534,2025-06-25 21:00,YouTube,streaming app,"Just started using streaming app, will share my thoughts soon. 🤔",2,1,Neutral
POST01880,2025-04-15 00:00,Twitter,laptop brand,Loved the laptop brand at first but the recent update is buggy.,3,4,Negative
POST00604,2025-11-19 17:00,Instagram,food delivery app,"Absolutely loving the food delivery app, works flawlessly! #happy ❤️",26,11,Positive
POST01685,2025-02-10 09:00,Instagram,cloud gaming service,"Just tried the cloud gaming service and I'm impressed, great experience overall. ❤️",2,4,Positive
POST01075,2025-05-22 17:00,Facebook,food delivery app,"Super smooth experience with food delivery app today, very happy customer here. ❤️",0,1,Positive
POST01316,2025-05-17 00:00,YouTube,fitness tracker,"Great value for money with fitness tracker, totally worth it.",27,7,Positive
POST00061,2025-06-25 06:00,Instagram,e-commerce sale,"The e-commerce sale exceeded my expectations, five stars from me.",3,20,Positive
POST01275,2025-02-25 01:00,Instagram,new smartphone,"Read an article about new smartphone today, fairly informative. 🤔",4,0,Negative
POST00093,2025-03-23 23:00,YouTube,fitness tracker,The fitness tracker is scheduled for release next week.,12,4,Neutral
POST00667,2025-08-26 16:00,Facebook,online banking app,"Can't stop recommending online banking app to my friends, it's brilliant. 😊",8,2,Positive
POST00281,2025-04-10 11:00,YouTube,online banking app,"The customer service for online banking app was fantastic, quick and helpful. ❤️",27,1,Positive
POST01736,2025-11-27 22:00,YouTube,customer support,"Can't stop recommending customer support to my friends, it's brilliant. 👍",40,4,Positive
POST00360,2025-09-17 16:00,Facebook,e-commerce sale,"Extremely poor service from e-commerce sale, never again.",2,11,Negative
POST01139,2025-07-30 03:00,Twitter,airline service,"Read an article about airline service today, fairly informative. 🤔",10,1,Neutral
POST01180,2025-06-28 13:00,Facebook,airline service,"Absolutely loving the airline service, works flawlessly! #happy",28,0,Positive
POST00848,2025-04-28 14:00,Twitter,cloud gaming service,"Not sure yet what to think about cloud gaming service, still testing it out. 🤔",22,3,Neutral
POST01390,2025-09-13 21:00,Instagram,airline service,"Just tried the airline service and I'm impressed, great experience overall. 👍",9,0,Positive
POST00111,2025-12-09 03:00,YouTube,streaming app,"The customer service for streaming app was fantastic, quick and helpful. 🔥",35,0,Neutral
POST00043,2025-03-13 13:00,YouTube,fitness tracker,"Not sure yet what to think about fitness tracker, still testing it out.",23,0,Neutral
POST00126,2025-08-18 00:00,YouTube,cloud gaming service,"Just tried the cloud gaming service and I'm impressed, great experience overall. 👍",46,0,Positive
POST00205,2025-08-01 20:00,Instagram,e-commerce sale,"The e-commerce sale keeps crashing, so frustrating to deal with.",1,8,Negative
POST00053,2025-05-14 06:00,Facebook,customer support,"The customer support broke down after just one week, very poor quality. 😞",17,1,Negative
POST00546,2025-08-14 11:00,Instagram,e-commerce sale,"Huge shoutout to the team behind e-commerce sale, amazing job! 🔥",12,1,Positive
POST00069,2025-07-31 00:00,Instagram,streaming app,"Worst experience ever with streaming app, would not recommend. 👎",0,0,Negative
POST01147,2025-05-13 08:00,Twitter,laptop brand,"Not sure yet what to think about laptop brand, still testing it out.",31,1,Neutral
POST01562,2025-11-20 18:00,Instagram,new movie release,"Super smooth experience with new movie release today, very happy customer here. 😊",37,3,Positive
POST00184,2025-04-29 14:00,Instagram,new movie release,The new movie release has some new features this month.,8,7,Neutral
POST00138,2025-10-16 09:00,Instagram,streaming app,"The streaming app was launched today, here are the specifications. 🤔",36,3,Neutral
POST00900,2025-04-05 00:00,Instagram,customer support,"Best customer support I've used so far, highly recommend it to everyone! 🔥",37,11,Positive
POST00797,2025-12-10 18:00,Instagram,airline service,"Really disappointed with airline service, expected way better.",13,1,Negative
POST00133,2025-12-29 17:00,Twitter,online banking app,"Not sure yet what to think about online banking app, still testing it out.",6,5,Neutral
POST00081,2025-08-04 21:00,Instagram,streaming app,Comparing streaming app with other options currently available. 🤔,36,9,Neutral
POST01654,2025-04-09 01:00,Twitter,new movie release,"Not sure yet what to think about new movie release, still testing it out. 🤔",9,0,Neutral
POST01555,2025-12-08 15:00,Instagram,laptop brand,"The laptop brand update ruined everything, please fix this asap. 👎",21,7,Negative
POST00542,2025-03-03 13:00,Facebook,new smartphone,"Not sure yet what to think about new smartphone, still testing it out.",2,4,Neutral
POST01610,2025-01-04 04:00,Instagram,online banking app,"Great value for money with online banking app, totally worth it. 😊",9,5,Positive
